Name,Attribute,Level,Type,ATK,DEF,Description
Agnimal Candle,FIRE,Level 4,Pyro/Tuner／Effect,1700.0,0.0,"If this card is added to your hand, except by drawing it: You can Special Summon this card. You can only use this effect of ""Agnimal Candle"" once per turn. Once per Chain, up to thrice per turn, if a monster is sent to your GY (except during the Damage Step): You can increase or decrease this card's Level by 1."
"Ahrima, the Wicked Warden",DARK,Level 4,Fiend/Effect,1700.0,0.0,"You can discard this card; add 1 ""Lair of Darkness"" from your Deck to your hand. You can Tribute 1 DARK monster; draw 1 card, or, if you Tributed a DARK monster other than this card to activate this effect, you can add 1 DARK monster with 2000 or more DEF from your Deck to your hand, instead. You can only use this effect of ""Ahrima, the Wicked Warden"" once per turn."
Aileron,WIND,Level 1,Machine/Effect,0.0,0.0,"(This card is always treated as a ""Sky Striker"" card.)A ""Sky Striker Ace"" monster equipped with this card gains 400 ATK. You can only use 1 of the following effects of ""Aileron"" per turn, and only once that turn. During the Main Phase (Quick Effect): You can target 1 ""Sky Striker Ace"" monster you control; equip this card from your hand or field to it. If this card on the field is destroyed: You can send 1 ""Sky Striker"" Spell from your Deck to the GY."
Air Armor Ninja,WIND,Level 4,Warrior/Effect,1400.0,1400.0,"When this card is Summoned: You can target 1 ""Ninja"" monster you control; reduce its Level by 1."
Airknight Parshath,LIGHT,Level 5,Fairy/Effect,1900.0,1400.0,"If this card attacks a Defense Position monster, inflict piercing battle damage to your opponent. If this card inflicts battle damage to your opponent: Draw 1 card."
Airorca,WIND,Level 3,Sea Serpent/Effect,1400.0,300.0,"Once per turn: You can banish 1 Fish, Sea Serpent, or Aqua monster from your hand, then target 1 face-up card your opponent controls; destroy that target, then banish this card until your next Standby Phase."
Aitsu,FIRE,Level 5,Fairy/Normal,100.0,100.0,"He seems to be very unreliable, but he might have incredible potential."
"Aiwass, the Magistus Spell Spirit",WIND,Level 8,Fiend/Fusion／Effect,2000.0,2800.0,"1 ""Magistus"" monster + 1 Spellcaster monsterWhile this card is an Equip Card, the equipped monster gains 1000 ATK/DEF. During the Main Phase (Quick Effect): You can target 1 other face-up monster on the field; equip this card you control to it. If this card was equipped to an opponent's monster by this effect, take control of the equipped monster, also it cannot activate its effects. You can only use this effect of ""Aiwass, the Magistus Spell Spirit"" once per turn."
Aiza the Dragoness of Deranged Devotion,FIRE,Level 4,Dragon/Effect,1500.0,0.0,"If this card is Special Summoned: You can place 1 Deranged Counter on 1 face-up monster your opponent controls, and it cannot be used as material for a Fusion, Synchro, Xyz, or Link Summon while it has that counter. At the start of the Damage Step, if this card battles an opponent's monster with a Deranged Counter: You can destroy that opponent's monster, and if you do, both players take damage equal to its original ATK, also destroy this card at the end of this Battle Phase. You can only use each effect of ""Aiza the Dragoness of Deranged Devotion"" once per turn."
Akashic Magician,DARK,,Spellcaster/Link／Effect,1700.0,,"2 monsters with the same Type, except TokensYou can only Link Summon ""Akashic Magician(s)"" once per turn. If this card is Link Summoned: Return all monsters this card points to to the hand. Once per turn: You can declare 1 card name; excavate cards from the top of your Deck, equal to the total Link Rating of the Link Monsters co-linked to this card, then if you excavated any copies of the declared card, add them to your hand, also send the remaining cards to the GY."
"Akz, the Pumer",EARTH,Level 6,Beast-Warrior/Effect,1500.0,1000.0,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 2 Beast-Warrior-Type monsters in your Graveyard. Once per turn, you can discard 1 Beast-Warrior-Type monster to activate 1 of the following effects:●Double this card's ATK until the End Phase.●This card can attack your opponent directly this turn."
Al-Lumi'raj,WIND,Level 3,Wyrm/Tuner／Effect,1600.0,1000.0,All monsters on the field lose ATK and DEF equal to their own Level/Rank x 300.
Alba-Lenatus the Abyss Dragon,DARK,Level 8,Dragon/Fusion／Effect,2500.0,2500.0,"1 ""Fallen of Albaz"" + 1+ Dragon monstersCannot be used as Fusion Material. Must be either Fusion Summoned, or Special Summoned by sending the above cards from any Monster Zones to the GY. This card can attack monsters a number of times each Battle Phase, up to the number of materials used for it. Once per turn, during the End Phase, if this card is in the GY because it was sent there this turn: You can add 1 ""Polymerization"" Normal Spell or ""Fusion"" Normal Spell from your Deck to your hand."
Albaz the Ashen,DARK,Level 4,Dragon/Effect,1800.0,0.0,"This card's name becomes ""Fallen of Albaz"" while on the field or in the GY. While a Level 8 Fusion Monster is in your GY, this card gains 200 ATK for each monster in your GY, also your opponent cannot target other monsters you control with card effects. If a monster(s) you control leaves the field by an opponent's card effect, while this card and a Fusion Monster are in your GY (except during the Damage Step): You can Special Summon this card. You can only use this effect of ""Albaz the Ashen"" once per turn."
Albion the Branded Dragon,DARK,Level 8,Dragon/Fusion／Effect,2500.0,2000.0,"""Fallen of Albaz"" + 1 LIGHT monsterIf this card is Fusion Summoned: You can Fusion Summon 1 Level 8 or lower Fusion Monster from your Extra Deck, except ""Albion the Branded Dragon"", by banishing Fusion Materials mentioned on it from your hand, field, and/or GY. During the End Phase, if this card is in the GY because it was sent there this turn: You can add to your hand or Set 1 ""Branded"" Spell/Trap directly from your Deck. You can only use each effect of ""Albion the Branded Dragon"" once per turn."
Albion the Sanctifire Dragon,LIGHT,Level 8,Dragon/Fusion／Effect,3000.0,2500.0,"""Fallen of Albaz"" + 1 LIGHT Spellcaster monsterCannot be used as Fusion Material. Your opponent cannot target this card with card effects. You can only use each of the following effects of ""Albion the Sanctifire Dragon"" once per turn. During your opponent's turn (Quick Effect): You can target 2 monsters in any GY(s); Special Summon both monsters, 1 to each field. If this card is in your GY: You can Tribute 4 monsters, the 2 in the Extra Monster Zones and the 2 in the central Main Monster Zones, and if you do, Special Summon this card."
Albion the Shrouded Dragon,DARK,Level 8,Dragon/Effect,2500.0,2000.0,"This card's name becomes ""Fallen of Albaz"" while on the field or in the GY. If this card is in your hand or GY: You can send 1 ""Fallen of Albaz"" or 1 ""Branded"" Spell/Trap from your hand or Deck to the GY; apply the following effect based on where you sent it from.●Hand: Special Summon this card.●Deck: Place this card on the bottom of the Deck, then, if you placed this card from your hand, draw 1 card.You can only use this effect of ""Albion the Shrouded Dragon"" once per turn."
Alchemic Magician,DARK,Rank 4,Spellcaster/Xyz／Effect,1500.0,1500.0,"3 Level 4 Spellcaster-Type monstersThis card gains 200 ATK for each Spell Card in your Graveyard. Once per turn, during your End Phase: You can detach 1 Xyz Material from this card and send 1 card from your hand to the Graveyard; choose 1 Spell Card from your Deck, then Set it in your Spell & Trap Card Zone."
Alchemist of Black Spells,WIND,Level 4,Spellcaster/Effect,1200.0,1800.0,"Once per turn: You can target 1 face-up card you control that you can place a Spell Counter on; change this Attack Position card you control to face-up Defense Position, and if you do, place 1 Spell Counter on that target."
"Alector, Sovereign of Birds",WIND,Level 6,Winged Beast/Effect,2400.0,2000.0,"If your opponent controls 2 or more face-up monsters of the same Attribute, you can Special Summon this card (from your hand). Once per turn: You can target 1 face-up card on the field; that target's effects are negated during this turn. There can only be 1 face-up ""Alector, Sovereign of Birds"" on the field."
"Aleirtt, the Ogdoadic Dark",DARK,Level 8,Reptile/Effect,2000.0,800.0,"If this card is in your GY: You can Tribute 1 monster; Special Summon this card, then your opponent can add 1 monster from their GY to their hand. If this card is Special Summoned: You can target 2 of your banished monsters, including a Reptile monster; return them to the GY. You can only use each effect of ""Aleirtt, the Ogdoadic Dark"" once per turn."
Aleister the Invoker,DARK,Level 4,Spellcaster/Effect,1000.0,1800.0,"(Quick Effect): You can send this card from your hand to the GY, then target 1 Fusion Monster you control; it gains 1000 ATK/DEF until the end of this turn. If this card is Normal Summoned or flipped face-up: You can add 1 ""Invocation"" from your Deck to your hand."
Aleister the Invoker of Madness,DARK,,Spellcaster/Link／Effect,1800.0,,"2 monsters with different Types and different AttributesThis card's name becomes ""Aleister the Invoker"" while on the field or in the GY. If a monster is Fusion Summoned while you control this monster (except during the Damage Step): You can discard 1 card, and if you do, add 1 ""Invocation"" or ""The Book of the Law"" from your Deck to your hand. If this face-up card you control leaves the field because of an opponent's card effect: You can add 1 ""Omega Summon"" from your Deck to your hand."
Alexandrite Dragon,LIGHT,Level 4,Dragon/Normal,2000.0,100.0,"Many of the czars' lost jewels can be found in the scales of this priceless dragon. Its creator remains a mystery, along with how they acquired the imperial treasures. But whosoever finds this dragon has hit the jackpot... whether they know it or not."
Alghoul Mazera,EARTH,Level 8,Zombie/Effect,2800.0,2300.0,"If a Zombie monster(s) you control would be destroyed by battle or card effect, you can banish this card from your hand or GY instead. If this card is banished from the hand or GY: You can Special Summon this card in Defense Position, then you can reduce its Level by 1. You can only use each effect of ""Alghoul Mazera"" once per turn."
"Alice, Lady of Lament",DARK,Level 3,Fiend/Effect,0.0,2000.0,"When this card is Normal Summoned: You can target 1 ""Lady of Lament"" monster in your GY; Special Summon it. You can only use each of the following effects of ""Alice, Lady of Lament"" once per turn. You can banish 1 Trap from your hand or GY; Special Summon this card from your hand. If this card is Tributed, or if this card in its owner's possession is destroyed by an opponent's card: You can add 1 Fiend monster whose combined ATK & DEF equal 2000 from your Deck to your hand, except ""Alice, Lady of Lament""."
"Alich, Malebranche of the Burning Abyss",DARK,Level 3,Fiend/Effect,1200.0,0.0,"If you control a monster that is not a ""Burning Abyss"" monster, destroy this card. You can only use 1 of these effects of ""Alich, Malebranche of the Burning Abyss"" per turn, and only once that turn.●If you control no Spell/Trap Cards: You can Special Summon this card from your hand.●If this card is sent to the Graveyard: You can target 1 face-up monster on the field; negate its effects until the end of this turn."
